Handle,Title,Description,Vendor,Status,Published on online store,SKU,Option1 Name,Option1 Value,Option2 Value,Option3 Value,Price,Cost per item,Inventory tracker,Inventory quantity,Continue selling when out of stock,Requires shipping,Fulfillment service,Tags,RLF inventory (product.metafields.custom.rlf_inventory),IMM inventory (product.metafields.custom.imm_inventory),Wholesale price (product.metafields.custom.wholesale_price),Legacy WHSE (product.metafields.custom.legacy_whse)
cr-cs4lab-gl11,CR CS4LAB+GL11,,CRESTAR,draft,false,CR CS4LAB+GL11,Default Title,Default Title,,,0,44,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs4lsn-gl10,CR CS4LSN+GL10,,CRESTAR,active,true,CR CS4LSN+GL10,Default Title,Default Title,,,80,40,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs521-52-ab,CRESTAR CS521/52 AB,,CRESTAR,draft,false,CR CS521/52 AB,Default Title,Default Title,,,0,99,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs521-52-sv,CRESTAR CS521/52 SV,,CRESTAR,draft,false,CR CS521/52 SV,Default Title,Default Title,,,0,99,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs521-52-wh,CR CS521/52 WH,,CRESTAR,draft,false,CR CS521/52 WH,Default Title,Default Title,,,0,99,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-52-ab,CRESTAR CS526/52 AB,,CRESTAR,draft,false,CR CS526/52 AB,Default Title,Default Title,,,0,108,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-52-wh,CRESTAR CS526/52 WH,,CRESTAR,draft,false,CR CS526/52 WH,Default Title,Default Title,,,0,108,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-52-wn,CRESTAR CS526/52 WN/SV,,CRESTAR,draft,false,CR CS526/52 WN,Default Title,Default Title,,,0,108,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-52-msv,CRESTAR CS526/52 MSV,,CRESTAR,draft,false,CR CS526/52 MSV,Default Title,Default Title,,,0,108,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-56-ab,CRESTAR CS526/56 AB,,CRESTAR,draft,false,CR CS526/56 AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs526-56-wh,CRESTAR CS526/56 WH,,CRESTAR,draft,false,CR CS526/56 WH,Default Title,Default Title,,,0,132,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-56-msv,CRESTAR CS 526/56 MSV,,CRESTAR,draft,false,CR CS526/56 MSV,Default Title,Default Title,,,0,132,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs526-56-wn,CRESTAR CS526/56 WN/SV,,CRESTAR,draft,false,CR CS526/56 WN,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs561-56-ab,CRESTAR CS561/56 AB,,CRESTAR,draft,false,CR CS561/56 AB,Default Title,Default Title,,,0,140,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs561-56-sv,CRESTAR CS561/56 SV,,CRESTAR,draft,false,CR CS561/56 SV,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs561-58-ab,CRESTAR CS561/58 AB HOOVER (WOOD BLADE),,CRESTAR,active,true,CR CS561/58 AB,Default Title,Default Title,,,245,148,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs561-58-sv,CRESTAR CS561/58 SV,,CRESTAR,draft,false,CR CS561/58 SV,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs561-58-wn-sv,"CRESTAR CS561/58"" WN/SV",,CRESTAR,draft,false,CR CS561/58 WN/SV,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csi-3b-40-bi-vair-nl,"CRESTAR CSI 3B 40"" VALUEAIR-NL BLACK C/W 3 ABS BLADES,",,CRESTAR,active,true,CR CSI 3B/40 BI VAIR -NL,Default Title,Default Title,,,240,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-40-bk-val-ueair,"CRESTAR CSI 3B 40"" VALUEAIR BLACK C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/40 BK VAL UEAIR,Default Title,Default Title,,,240,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-40-wd-vai-r-nl,"CRESTAR CSI 3B 40"" VALUEAIR WOOD C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/40 WD VAI R-NL,Default Title,Default Title,,,255,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-40-wd-va-lueair,"CRESTAR CSI 3B 40"" VALUEAIR WOOD C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/40 WD VA LUEAIR,Default Title,Default Title,,,255,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-40-wh-vai-r-nl,"CRESTAR CSI 3B 40"" VALUEAIR WHITE C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/40 WH VAI R-NL,Default Title,Default Title,,,240,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-40-wh-va-lueair,"CRESTAR CSI 3B 40"" VALUEAIR WHITE C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/40 WH VA LUEAIR,Default Title,Default Title,,,240,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-bk-vai-r-nl,"CRESTAR CSI 3B 46"" VALUEAIR BLACK 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 BK VAI R-NL,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-bk-val-ueair,"CRESTAR CSI 3B 46"" VALUEAIR BLACK 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 BK VAL UEAIR,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-wd-vai-r-nl,"CRESTAR CSI 3B 46"" VALUEAIR-NL WOOD 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 WD VAI R-NL,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-wd-va-lueair,"CRESTAR CSI 3B 46"" VALUEAIR WOOD 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 WD VA LUEAIR,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-wh-vai-r-nl,"CRESTAR CSI 3B 46"" VALUEAIR WHITE C/W 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 WH VAI R-NL,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-3b-46-wh-va-lueair,"CRESTAR CSI 3B 46"" VALUEAIR WHITE 3 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 3B/46 WH VA LUEAIR,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-48-bi-val-ueair,"CRESTAR CSI 5B 48"" VALUEAIR BI C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/48 BI VAL UEAIR,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-48-wd-va-lueair,"CRESTAR CSI 5B 48"" VALUEAIR WOOD 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/48 WD VA LUEAIR,Default Title,Default Title,,,290,0,shopify,1,deny,true,manual,legacy-import,-1,0,0,1
cr-csi-5b-48-wh-vai-r-nl,"CRESTAR CSI 5B 48"" VALUEAIR WH C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/48 WH VAI R-NL,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-48-wh-va-lueair,"CRESTAR CSI 5B 48"" VALUEAIR WHITE C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/48 WH VA LUEAIR,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-bi-vair-nl,"CRESTAR CSI 5B 55"" VALUEAIR-NL BI C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 BI VAIR -NL,Default Title,Default Title,,,275,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-bi-val-ueair,"CRESTAR CSI 5B 55"" VALUEAIR BI C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 BI VAL UEAIR,Default Title,Default Title,,,275,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-wd-vai-r-nl,"CRESTAR CSI 5B 55"" VALUEAIR WOOD C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 WD VAI R-NL,Default Title,Default Title,,,300,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-wd-va-lueair,"CRESTAR CSI 5B 55"" VALUEAIR WOOD C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 WD VA LUEAIR,Default Title,Default Title,,,300,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-wh-vai-r-nl,"CRESTAR CSI 5B 55"" VALUEAIR WHITE C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 WH VAI R-NL,Default Title,Default Title,,,275,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csi-5b-55-wh-va-lueair,"CRESTAR CSI 5B 55"" VALUEAIR WHITE C/W 5 ABS BLADES, DC",,CRESTAR,active,true,CR CSI 5B/55 WH VA LUEAIR,Default Title,Default Title,,,275,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-ab-air-craft,"CESTAR CSL 05/48"" AB AIRCRAFT Acrylic, Aluminium",,CRESTAR,active,true,CR CSL 05/48 AB AIR CRAFT,Default Title,Default Title,,,241.12,0,shopify,1,deny,true,manual,legacy-import,1,0,0,1
cr-csl-05-48-ab-air-vac,"CRESTAR CSL 05/48"" AB AIRVAC, ACRYLIC, ALUMINIUM",,CRESTAR,active,true,CR CSL 05/48 AB AIR VAC,Default Title,Default Title,,,343,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-ab-air-waves,"CESTAR CSL 05/48"" AB AIRWAVES aluminium,",,CRESTAR,active,true,CR CSL 05/48 AB AIR WAVES,Default Title,Default Title,,,200,0,shopify,1,deny,true,manual,legacy-import,-1,0,0,1
cr-csl-05-48-at-aw-max,"CESTAR CSL 05/48"" AT AIRWAVESMAX 3D",,CRESTAR,active,true,CR CSL 05/48 AT AW MAX,Default Title,Default Title,,,250,0,shopify,1,deny,true,manual,legacy-import,-1,0,0,1
cr-csl-05-48-bi-air-waves,"CRESTAR CSL 05/48"" BI AIRWAVES ALUMINIUM",,CRESTAR,active,true,CR CSL 05/48 BI AIR WAVES,Default Title,Default Title,,,333,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-gm-air-craft,"CR CSL 05/48"" GM AIRCRAFT 3D ACRYLIC BLADE,",,CRESTAR,active,true,CR CSL 05/48 GM AIR CRAFT,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-gs-air-max,"CR CSL 05/48"" GS AIRMAX ALUMINIUM BLADES + MOTOR",,CRESTAR,active,true,CR CSL 05/48 GS AIR MAX,Default Title,Default Title,,,343,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-so-air-craft,"CESTAR CSL 05/48"" SO AIRCRAFT Acrylic, Aluminium",,CRESTAR,active,true,CR CSL 05/48 SO AIR CRAFT,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-so-air-vac,"CESTAR CSL 05/48"" SO AIRVAC 3D ACRYLIC BLADES + AL",,CRESTAR,active,true,CR CSL 05/48 SO AIR VAC,Default Title,Default Title,,,338,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-wh-ai-rcraft,"CRESTAR CSL 05/48"" WH AIRCRAFT ALUINIUM MOTOR W",,CRESTAR,active,true,CR CSL 05/48 WH AI RCRAFT,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-wh-ai-rvac,"CRESTAR CSL 05/48"" WH AIRVAC, ACRYLIC, ALUMINIUM",,CRESTAR,active,true,CR CSL 05/48 WH AI RVAC,Default Title,Default Title,,,338,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-48-wh-ai-rwavees,"CRESTAR CSL 05/48"" WH AIRWAVES Aluminium Blades +",,,draft,false,CR CSL 05/48 WH AI RWAVEES,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl-05-48-wh-swiftair,"CRESTAR CSL 05/48"" SWIFTAIR WHITE ACRYLIC 5 BLADE AL",,CRESTAR,active,true,CR CSL 05/48 WH SWIFTAIR,Default Title,Default Title,,,260.75,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-52-ab-air-max,"CRESTAR CSL 05/52"" AB AIRMAX ALUMI MOTOR",,CRESTAR,draft,false,CR CSL 05/52 AB AIR MAX,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl-05-52-ab-air-vac,"CRESTAR CSL 05/52"" AB AIRVAC, ALUMINIUM MOTOR W",,CRESTAR,active,true,CR CSL 05/52 AB AIR VAC,Default Title,Default Title,,,343,200,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-52-bi-air-vac,"CRESTAR CSL 05/52"" BI AIRVAC, ALUMINIUM MOTOR",,CRESTAR,active,true,CR CSL 05/52 BI AIR VAC,Default Title,Default Title,,,343,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-05-52-so-air-vac,"CRESTAR CSL 05/52"" SO AIRVAC, ALUMINIUM MOTOR W",,CRESTAR,active,true,CR CSL 05/52 SO AIR VAC,Default Title,Default Title,,,343,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-ab-air-craft,"CRESTAR CSL 06/54"" AB AIRCRAFT ACRYLIC W",,CRESTAR,active,true,CR CSL 06/54 AB AIR CRAFT,Default Title,Default Title,,,374,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-ab-air-vac,"CRESTAR CSL 06/54"" AB AIRVAC Acrylic, Aluminium",,CRESTAR,active,true,CR CSL 06/54 AB AIR VAC,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-ab-swi-ftair,"CRESTAR CSL 06/54"" SWIFTAIR AB ACRYLIC 5 BLADE AL",,CRESTAR,draft,false,CR CSL 06/54 AB SWI FTAIR,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl-06-54-gm-air-craft,CR CSL 06/54 GM AIRCRAFT ACRYLIC W ALUMINIUM MOTOR,,CRESTAR,active,true,CR CSL 06/54 GM AIR CRAFT,Default Title,Default Title,,,374,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-gm-air-vac,"CRESTAR CSL 06/54"" GM AIRVAC Acrylic, Aluminium Motor.",,CRESTAR,active,true,CR CSL 06/54 GM AIR VAC,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-so-air-craft,"CRESTAR CSL 06/54"" SO AIRCRAFT ACRYLIC W",,CRESTAR,active,true,CR CSL 06/54 SO AIR CRAFT,Default Title,Default Title,,,270,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-so-air-vac,"CRESTAR CSL 06/54"" SO AIRVAC Acrylic, Aluminium",,CRESTAR,active,true,CR CSL 06/54 SO AIR VAC,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-wh-ai-rcraft,"CRESTAR CSL 06/54"" WH AIRCRAFT ACRYLIC W",,CRESTAR,active,true,CR CSL 06/54 WH AI RCRAFT,Default Title,Default Title,,,374,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-wh-ai-rvac,"CRESTAR CSL 06/54"" WHITE AIRVAC Acrylic, Aluminium",,CRESTAR,active,true,CR CSL 06/54 WH AI RVAC,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-54-wh-swiftair,"CRESTAR CSL 06/54"" SWIFTAIR WHITE ACRYLIC 5 BLADE AL",,CRESTAR,active,true,CR CSL 06/54 WH SWIFTAIR,Default Title,Default Title,,,289.72,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-ab-air-max,"CRESTAR CSL 06/56"" AB AIRMAX ALUMI MOTOR",,CRESTAR,draft,false,CR CSL 06/56 AB AIR MAX,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl-06-56-ab-air-waves,"CRESTAR CSL 06/56"" AB AIRWAVES Aluminium,",,CRESTAR,active,true,CR CSL 06/56 AB AIR WAVES,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-at-air-max,"CRESTAR CSL 05/56"" AT AIRMAX ALUMINIUM MOTOR +",,CRESTAR,active,true,CR CSL 06/56 AT AIR MAX,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-at-aw-max,CRESTAR CSL 06/56 AT AIRWAVESMAX 3D,,CRESTAR,active,true,CR CSL 06/56 AT AW MAX,Default Title,Default Title,,,365,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-bi-air-waves,"CRESTAR CSL 06/56"" BI AIRWAVES ALUMINIUM",,CRESTAR,active,true,CR CSL 06/56 BI AIR WAVES,Default Title,Default Title,,,242,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-gs-aw-max,CRESTAR CSL 06/56 GS AIRWAVESMAX 3D,,CRESTAR,draft,false,CR CSL 06/56 GS AW MAX,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl-06-56-so-air-waves,"CRESTAR CSL 06/56"" SO AIRWAVES Aluminium,",,CRESTAR,active,true,CR CSL 06/56 SO AIR WAVES,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl-06-56-wh-ai-rwaves,"CRESTAR CSL 06/56"" WHITE AIRWAVES Aluminium,",,CRESTAR,active,true,CR CSL 06/56 WH AI RWAVES,Default Title,Default Title,,,354,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl01-icon38-ab,"CRESTAR CSL01- ICON 38"" AB (WOODEN BLADE)",,CRESTAR,active,true,CR CSL01-ICON38 AB,Default Title,Default Title,,,280,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl01-icon38-so,"CRESTAR CSL01-ICON 38"" SO (WD BLADE)",,,active,true,CR CSL01-ICON38 SO,Default Title,Default Title,,,180,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl01-idol30-ab,"CRESTAR CSL01- IDOL 30"" AB (POLYCARBONATE BLADE)",,CRESTAR,active,true,CR CSL01-IDOL30 AB,Default Title,Default Title,,,300,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl01-idol30-bi,"CRESTAR CSL01- IDOL 30"" BI",,CRESTAR,draft,false,CR CSL01-IDOL30 BI,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl01-idol30-so,"CRESTAR CSL01- IDOL 30"" SO (POLYCARBONATE BLADE)",,CRESTAR,active,true,CR CSL01-IDOL30 SO,Default Title,Default Title,,,300,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl01-idol30-wh,"CRESTAR CSL01- IDOL 30"" WH (POLYCARBONATE BLADE)",,CRESTAR,active,true,CR CSL01-IDOL30 WH,Default Title,Default Title,,,300,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl02-icon38-bi,"CRESTAR CSL02 ICON 38"" SO (WOODEN BLADE)",,CRESTAR,active,true,CR CSL02-ICON38 BI,Default Title,Default Title,,,199,0,shopify,0,deny,true,manual,legacy-import,1,0,0,0
cr-csl03-38-wh-iris,"CR CSL03 IRIS (38"") WHITE C/W 4 SPEED REGULATOR SWITCH",,CRESTAR,draft,false,CR CSL03/38 WH IRIS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl03-46-wh-iris,"CR CS03 IRIS (46"") WHITE C/W 4 SPEED REGULATOR SWITCH",,,draft,false,CR CSL03/46 WH IRIS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl05-48-ab-win-dpress,"CRESTAR CSL05/48"" AB WINDPRESS (5",,CRESTAR,active,true,CR CSL05/48 AB WIN DPRESS,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl05-48-so-hyp-ac,"CRESTAR CSL05/48 SO HYPAC (5 POLYCARBONATE BLADES,",,CRESTAR,active,true,CR CSL05/48 SO HYP AC,Default Title,Default Title,,,238.32,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl05-48-so-hyt-ech,"CRESTAR CSL05/48"" SO HYTECH (5 ACRYLIC BLADES,",,CRESTAR,active,true,CR CSL05/48 SO HYT ECH,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl05-48-wh-hy-pac,"CRESTAR CSL05/48 WH HYPAC (5 POLYCARBONATE BLADES ,",,CRESTAR,active,true,CR CSL05/48 WH HY PAC,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl05-48-wh-hy-tech,"CRESTAR CSL05/48"" WHITE HYTECH (5 ACRYLIC BLADES,",,CRESTAR,active,true,CR CSL05/48 WH HY TECH,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl05-48-wh-twi-nair,"CRESTAR CSL05/48"" WH TWINAIR ACRYLIC BLADE",,CRESTAR,draft,false,CR CSL05/48 WH TWI NAIR,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl05-52-bi-win-dtrek,"CRESTAR CSL05/52"" BI WINDTREK C/W 5 WOODEN",,CRESTAR,active,true,CR CSL05/52 BI WIN DTREK,Default Title,Default Title,,,318,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-ab-hyp-ac,"CRESTAR CSL06/54"" AB HYPAC AL MOTOR 5 BLADES PULL",,CRESTAR,active,true,CR CSL06/54 AB HYP AC,Default Title,Default Title,,,400,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-bi-twin-air,"CRESTAR CSL06/54"" BI TWINAIR ACRYLIC BLADE",,CRESTAR,active,true,CR CSL06/54 BI TWIN AIR,Default Title,Default Title,,,380,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-gm-hy-pac,"CRESTAR CSL06/54"" GM HYPAC (5 POLYCARBONATE",,CRESTAR,active,true,CR CSL06/54 GM HY PAC,Default Title,Default Title,,,355,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-so-hyt-ech,"CRESTAR CSL06/54"" SO HYTECH (5 POLYCARBONATE",,CRESTAR,active,true,CR CSL06/54 SO HYT ECH,Default Title,Default Title,,,355,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-wh-hy-pac,"CRESTAR CSL06/54"" WHITE HYPAC (5 POLYCARBONATE",,CRESTAR,active,true,CR CSL06/54 WH HY PAC,Default Title,Default Title,,,355,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-wh-hy-tech,"CRESTAR CSL06/54"" WHITE HYTECH (5 POLYCARBONATE",,CRESTAR,active,true,CR CSL06/54 WH HY TECH,Default Title,Default Title,,,355,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl06-54-wh-wi-ndpress,"CRESTAR CSL06/54"" WHITE WINDPRESS (5",,CRESTAR,active,true,CR CSL06/54 WH WI NDPRESS,Default Title,Default Title,,,355,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl101-33-wh-rainlite,"CRESTAR CSL101/33"" RAINLITE WH 3 BLADES ACRYLIC C/W",,CRESTAR,active,true,CR CSL101/33 WH RAINLITE,Default Title,Default Title,,,380,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl102-42-wh-rainlite,"CRESTAR CSL102 3B 42"" RAINLITE WHITE C/W RCL438 &",,CRESTAR,active,true,CR CSL102/42 WH RAINLITE,Default Title,Default Title,,,400,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl103-38-rc-ab,"CR CSL103 IRIS (38"") POLYCARBONATE ANTIQUE",,CRESTAR,draft,false,CR CSL103/38/RC AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl103-38-rc-mb-k-iris,"CR CSL103 IRIS (38"") POLYCARBONATE MATT",,CRESTAR,active,true,CR CSL103/38/RC MB K IRIS,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl103-38-rc-so,"CR CSL103 IRIS (38"") POLYCARBONATE MATT",,CRESTAR,active,true,CR CSL103/38/RC SO,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl103-38-rc-wh,"CR CSL103 IRIS (38"") POLYCARBONATE WHITE C/W",,CRESTAR,active,true,CR CSL103/38/RC WH,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl103-46-rc-ab,"CR CSL103 IRIS (46"") POLYCARBONATE ANTIQUE",,CRESTAR,draft,false,CR CSL103/46/RC AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-csl103-46-rc-mb-k-iris,"CR CSL103 IRIS (46"") POLYCARBONATE MATT",,CRESTAR,active,true,CR CSL103/46/RC MB K IRIS,Default Title,Default Title,,,280,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-csl103-46-rc-so,"CR CSL103 IRIS (46"") POLYCARBONATE MATT",,CRESTAR,active,true,CR CSL103/46/RC SO,Default Title,Default Title,,,335,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
