Handle,Title,Description,Vendor,Status,Published on online store,SKU,Option1 Name,Option1 Value,Option2 Value,Option3 Value,Price,Cost per item,Inventory tracker,Inventory quantity,Continue selling when out of stock,Requires shipping,Fulfillment service,Tags,RLF inventory (product.metafields.custom.rlf_inventory),IMM inventory (product.metafields.custom.imm_inventory),Wholesale price (product.metafields.custom.wholesale_price),Legacy WHSE (product.metafields.custom.legacy_whse)
xm-laser3-bk,XM LASER BK,,LITE,draft,false,XM LASER3 BK,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xm-max1-bk,XM MAX 1 BK,,LITE,draft,false,XM MAX1 BK,Default Title,Default Title,,,0,0,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
xm-max1-400w-bk,XM MAX/400W BK C/W GEAR N HPI-T 400W LAMP,,LITE,draft,false,XM MAX1/400W BK,Default Title,Default Title,,,0,95,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xm-mhastrolux-70-w-bk,XM MH ASTROLUX/70W BK C/W GEAR,,LITE,draft,false,XM MHASTROLUX/70 W BK,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xm-mhpa11-150bk,XM MH PA11/150W BK C/W GEAR N LAMP,,LITE,active,true,XM MHPA11/150BK,Default Title,Default Title,,,225,100,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xm-mhpa11-150wh,XM MH PA11/150W WH C/W GEAR N LAMP,,LITE,active,true,XM MHPA11/150WH,Default Title,Default Title,,,225,100,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xm-mhpa11-70bk,XM MH PA11/70W BK FLOODLIGHT C/W GEAR N,,LITE,active,true,XM MHPA11/70BK,Default Title,Default Title,,,225,100,shopify,4,deny,true,manual,legacy-import,0,0,0,4
xm-mhpa11-70wh,XM MH PA11/70W WH C/W GEAR N LAMP,,LITE,draft,false,XM MHPA11/70WH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xm-mhquasar-150-w-wh,QUASAR 150W WH C/W MH 150W GEAR - LUMENAE,,LITE,draft,false,XM MHQUASAR/150 W WH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xm-mtg-plate,MOUNTING PLATE C/W 1x12V 50W ELE TRANSFORMER &,,,active,true,XM MTG PLATE,Default Title,Default Title,,,40,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xm-niba-16-base,"NIBA 16"" BASE C/W 1x12V 50W ELE TRANSFORMER &",,,active,true,XM NIBA 16 BASE,Default Title,Default Title,,,48,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xm-quasar70w-gy,XM QUASAR 70W GY,,LITE,active,true,XM QUASAR70W GY,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,80,0
xm-quasar70w-wh,XM QUASAR 70W WH,,LITE,active,true,XM QUASAR70W WH,Default Title,Default Title,,,265,0,shopify,0,deny,true,manual,legacy-import,0,0,80,0
xm-slcity-250w,FORMLITE CITY/250W C/W 250W SODIUM LAMP N GEAR,,LITE,draft,false,XM SLCITY/250W,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xm-wl1999-150wh,XM WL1999/150W WH C/W GEAR,,LITE,active,true,XM WL1999/150WH,Default Title,Default Title,,,168,70,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xm-wl6932-300-opal,XM WL6932/300MM OPAL GLOBE,,LITE,draft,false,XM WL6932/300 OPAL,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xn-fl10035-06bk,XN FL 10035/06 BK HALOGEN STAND LAMP,,CHAN HUAT,draft,false,XN FL10035/06BK,Default Title,Default Title,,,0,33,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xn-fl10035-11sv,XN FL 448/10035/11 SV (HALOGEN),,CHAN HUAT,active,true,XN FL10035/11SV,Default Title,Default Title,,,90,33,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-fl5000-ad-bk-dl,KONCEPT FL HL5000AD-BLK LED LAMP I-TOWER 6 HIGH,,BRIDGEMEN,active,true,XO FL5000-AD BK DL,Default Title,Default Title,,,298,181,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-flar5000-w-sil,KONCEPT FL AR5000-W-SIL Z-BAR 42 MID POWER WW LED,,BRIDGEMEN,active,true,XO FLAR5000-W-SIL,Default Title,Default Title,,,388,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-flelx-a-w-sil-f-lr,KONCEPT FL ELX-A-W-SIL-FLR EQUO 28 MID POWER LED 6W,,BRIDGEMEN,active,true,XO FLELX-A-W-SIL-F LR,Default Title,Default Title,,,338,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl1001ad-bk-dl,KONCEPT HL1001AD BLACK DAYLIGHT LED DESK LAMP I-,,BRIDGEMEN,active,true,XO TL1001AD BK DL,Default Title,Default Title,,,228,138,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl1001ad-sil-dl,KONCEPT HL1001AD SIL DAYLIGHT LED DESK LAMP I-,,BRIDGEMEN,active,true,XO TL1001AD SIL DL,Default Title,Default Title,,,228,138,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl1001aw-bk-ww,KONCEPT HL1001AW BLACK WARMWHITE LED DESK LAMP I-,,BRIDGEMEN,active,true,XO TL1001AW BK WW,Default Title,Default Title,,,228,138,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl1001aw-sil-ww,KONCEPT HL1001AW SILVER WARMWHITE LED DESK LAMP I-,,BRIDGEMEN,active,true,XO TL1001AW SIL WW,Default Title,Default Title,,,228,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl1001aw-wh-ww,KONCEPT HL1001AW WHITE WARMWHITE LED DESK LAMP I-,,BRIDGEMEN,active,true,XO TL1001AW WH WW,Default Title,Default Title,,,228,138,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl3001ad-bk-dl,KONCEPT HL3001AD-BLK BLACK DAYLIGHT LED DESK,,BRIDGEMEN,active,true,XO TL3001AD BK DL,Default Title,Default Title,,,248,151,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xo-tl3100d-sil-dl,KONCEPT TL AR3100D-SIL-DSK LED DESK LAMP Z-BAR MINI 28,,BRIDGEMEN,active,true,XO TL3100D SIL DL,Default Title,Default Title,,,278,168,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-acc-m1510-bcr,"M1510-BCR AQUOVIS10 ACCESSORY, BASE PLATE,",,Kiat Seng,active,true,XP ACC M1510-BCR,Default Title,Default Title,,,71.4,33,shopify,0,deny,true,manual,legacy-import,1,0,50,0
xp-acc-m1510-mcb,"M1510-MCB AQUOVIS10 ACCESSORY, BASE PLATE,",,Kiat Seng,active,true,XP ACC M1510-MCB,Default Title,Default Title,,,57.1,25,shopify,0,deny,true,manual,legacy-import,1,0,40,0
xp-acc-m1540-bcr,"M1540-BCR OSIRION5 ACCESSORY BLOCKOUT,",,Kiat Seng,active,true,XP ACC M1540-BCR,Default Title,Default Title,,,92.9,45,shopify,3,deny,true,manual,legacy-import,1,0,65,3
xp-acc-m1540-mcb,"M1540-MCB OSIRION5 ACCESSORY BLOCKOUT,",,Kiat Seng,active,true,XP ACC M1540-MCB,Default Title,Default Title,,,71.4,35,shopify,1,deny,true,manual,legacy-import,1,0,50,1
xp-acc-m1880-mcb,"M1880-MCB Accento Accessory, small mount, brass.",,Kiat Seng,draft,false,XP ACC M1880-MCB,Default Title,Default Title,,,0,25,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,0
xp-acc-m1901-sbb,"M1901-SBB OMNYX2 ACCESSORY, SPIKE FEMALE,",,Kiat Seng,active,true,XP ACC M1901-SBB,Default Title,Default Title,,,30,13,shopify,0,deny,true,manual,legacy-import,1,0,0,0
xp-acc-m1902-chm,"M1902-CHM OMNYX2 ACCESSORY, SMALL MOUNT,",,Kiat Seng,active,true,XP ACC M1902-CHM,Default Title,Default Title,,,75,35,shopify,0,deny,true,manual,legacy-import,1,0,0,0
xp-acc-m1902-sbb,"M1902-SBB OMNYX2 ACCESSORY, SMALL MOUNT,",,Kiat Seng,active,true,XP ACC M1902-SBB,Default Title,Default Title,,,55,25,shopify,0,deny,true,manual,legacy-import,1,0,0,0
xp-acc-mle-os11-b-kout,MLE-OS11-BKOUT OSIRION 11 BLOCKOUT WITH BRASS,,Kiat Seng,draft,false,XP ACC MLE-OS11-B KOUT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xp-acc-mle-ot-100,"MLE-OT-100 OPTIMO TOROIDAL TRANSFORMER,",,Kiat Seng,draft,false,XP ACC MLE-OT-100,Default Title,Default Title,,,242.9,110,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",2,0,170,-4
xp-clca1g,XP CL CA1G WH c/w 11W Coolwhite LED (Grade A),,LTBLIGHT,active,true,XP CLCA1G,Default Title,Default Title,,,139,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-dl-da1g-wh-a,"XP DL DA1G WH A+ c/w 11W Warmwhite LED 2800K Ø6""",,LTBLIGHT,active,true,XP DL DA1G WH A+,Default Title,Default Title,,,135,65,shopify,0,deny,true,manual,legacy-import,2,0,0,0
xp-dlcl01-1212-1e-30,XP DL CL01-1212-1E-3D White Square c/w 11W Warmwhite,,LTBLIGHT,active,true,XP DLCL01-1212-1E-30,Default Title,Default Title,,,115,0,shopify,1,deny,true,manual,legacy-import,5,0,0,1
xp-dlcl01-1212-1e-40,XP DL CL01-1212-1E-40 White Square c/w 11W Coolwhite,,LTBLIGHT,draft,false,XP DLCL01-1212-1E-40,Default Title,Default Title,,,115,0,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",1,0,0,-1
xp-dlcl01-1212-1e-6d,XP DL CL01-1212-1E-6D White Square c/w 11W daylight (6000K),,LTBLIGHT,active,true,XP DLCL01-1212-1E-6D,Default Title,Default Title,,,115,56,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-dlda1g-sv,XP DL DA1G SV c/w 11W Warmwhite LED Round 2800K,,LTBLIGHT,draft,false,XP DLDA1G SV,Default Title,Default Title,,,0,63,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",1,0,0,0
xp-dlda1g-wh,"XP DL DA1G WH c/w 11W Warmwhite LED 2800K Ø6""",,LTBLIGHT,draft,false,XP DLDA1G WH,Default Title,Default Title,,,115,0,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",0,0,0,-6
xp-dlda1g-wh-dl,"XP DL DA1G Wh c/w 11W Daylight LED Ø6"" GRADE A",,LTBLIGHT,active,true,XP DLDA1G WH DL,Default Title,Default Title,,,115,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-dlda2ga-wh,XP DL DA2GA White c/w 5W Warmwhite LED,,LTBLIGHT,active,true,XP DLDA2GA WH,Default Title,Default Title,,,95,0,shopify,0,deny,true,manual,legacy-import,2,0,0,0
xp-dlda2ga-wh-cw,XP DL DA2GA White c/w 5W Cool white LED,,LTBLIGHT,active,true,XP DLDA2GA WH/CW,Default Title,Default Title,,,95,44,shopify,18,deny,true,manual,legacy-import,2,0,0,18
xp-dlda2ga-wh-dl,XP DLDA2GA+ WH DL C/W 5W DAYLIGHT LED GRADE A+,,LTBLIGHT,draft,false,XP DLDA2GA+ WH DL,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xp-dlldw309-cw,XP DL LDW309 13W COOLWHITE LED 4000K,,LTBLIGHT,active,true,XP DLLDW309 CW,Default Title,Default Title,,,125,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-dlldw309-dl,XP DL LDW309 13W DAYLIGHT LED 6000K Ø108MM CREE,,LTBLIGHT,active,true,XP DLLDW309 DL,Default Title,Default Title,,,125,48,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-dlldw309-ww,XP DL LDW309 13W WARMWHITE LED 3000K,,LTBLIGHT,active,true,XP DLLDW309 WW,Default Title,Default Title,,,125,48,shopify,0,deny,true,manual,legacy-import,-1,0,0,0
xp-gdl-lbcx3-30-ww,XP GDL LBCX3 30W LED FLOOD LIGHT 42 DEGREE,,LTBLIGHT,active,true,XP GDL LBCX3-30 WW,Default Title,Default Title,,,600,240,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-gdl-lbcx3-ww,XP GDL LBCX3-WW 20W LED FLOOD LIGHT 42 DEGREE,,LTBLIGHT,active,true,XP GDL LBCX3-WW,Default Title,Default Title,,,480,190,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-gdl30w-ww-al,XP GDL Single Module Flood Light c/w Nichia 3000K 30W LED,,LTBLIGHT,draft,false,XP GDL30W WW Al,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xp-mlea10-mcim-bcr,"MLE-A10-M-C-I-M-BCR ACCENTO 10 MOUNT, CLEAR,",,Kiat Seng,active,true,XP MLEA10-MCIM-BCR,Default Title,Default Title,,,557,255,shopify,3,deny,true,manual,legacy-import,1,0,390,3
xp-mlea10-scim-mcb,"MLE-A10-S-C-I-M-MCB ACCENTO 10 SPIKE, CLEAR,",,Kiat Seng,active,true,XP MLEA10-SCIM-MCB,Default Title,Default Title,,,508,230,shopify,1,deny,true,manual,legacy-import,1,0,355,1
xp-mlea5-scdm-bcr,"MLE-A5-S-C-D-M-BCR ACCENTO 5 SPIKE, CLEAR,",,Kiat Seng,active,true,XP MLEA5-SCDM-BCR,Default Title,Default Title,,,464,215,shopify,1,deny,true,manual,legacy-import,1,0,0,1
xp-mlea5-scim-mcb,"MLE-A5-S-C-I-M-MCB ACCENTO 5, SPIKE, CLEAR, 32°, WARM",,Kiat Seng,active,true,XP MLEA5-SCIM-MCB,Default Title,Default Title,,,443,200,shopify,1,deny,true,manual,legacy-import,1,0,310,1
xp-mleaq10-cdm6m-mcb,"MLE-AQ10-C-D-M-6M-MCB AQUOVIS 10, CLEAR, 20°,",,Kiat Seng,active,true,XP MLEAQ10-CDM6M -MCB,Default Title,Default Title,,,457,225,shopify,0,deny,true,manual,legacy-import,1,0,320,0
xp-mleaq10-cim6m-bcr,"MLE-AQ10-C-I-M-6M-BCR AQUOVIS 10, CLEAR, 32°,",,Kiat Seng,active,true,XP MLEAQ10-CIM6M-BCR,Default Title,Default Title,,,494,245,shopify,1,deny,true,manual,legacy-import,0,0,348,1
xp-mlee5-mcm-bcr,"MLE-E5-M-C-M-BCR ECLIPSE 5, MOUNT, CLEAR, WARMWHITE,",,Kiat Seng,active,true,XP MLEE5-MCM-BCR,Default Title,Default Title,,,486,220,shopify,2,deny,true,manual,legacy-import,0,0,340,2
xp-mlee5-mcm-mcb,"MLE-E5-M-C-M-MCB ECLIPSE5, MOUNT, CLEAR, WARM WHITE,",,Kiat Seng,active,true,XP MLEE5-MCM-MCB,Default Title,Default Title,,,450,205,shopify,1,deny,true,manual,legacy-import,1,0,315,1
xp-mlee5-mfm-bcr,"MLE-E5-M-F-M-BCR ECLIPSE 5, MOUNT, DIFFUSED, WARM",,Kiat Seng,active,true,XP MLEE5-MFM-BCR,Default Title,Default Title,,,486,220,shopify,2,deny,true,manual,legacy-import,1,0,340,2
xp-mleos10-cdm-m-cb,"MLE-OS10-C-D-M-MCB Osirion10, clear, 32°, warm white,",,Kiat Seng,active,true,XP MLEOS10-CDM-M CB,Default Title,Default Title,,,715,325,shopify,0,deny,true,manual,legacy-import,1,0,500,0
xp-mleos11-fd30k-mcb,"MLE-OS11-F-D-30K-MCB Osirion11, diffused, 25°, warm",,Kiat Seng,draft,false,XP MLEOS11-FD30K-MCB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xp-mleos5-cdm-mcb,"MLE-OS5-C-D-M-MCB OSIRION 5, CLEAR, 25°, WARM WHITE,",,Kiat Seng,active,true,XP MLEOS5-CDM-MCB,Default Title,Default Title,,,458,210,shopify,1,deny,true,manual,legacy-import,1,0,320,1
xp-mleos5-cim-bcr,"MLE-OS5-C-I-M-BCR OSIRION 5, CLEAR, 32°, WARM WHITE,",,Kiat Seng,draft,false,XP MLEOS5-CIM-BCR,Default Title,Default Title,,,480,220,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",0,0,335,-1
xp-mlx01-cdb1m-bcr,"MLX01-C-D-B-1M-BCR OMNYX2, FLAT LENS, CLEAR, 20°, BLUE,",,Kiat Seng,active,true,XP MLX01-CDB1M-BCR,Default Title,Default Title,,,288,130,shopify,1,deny,true,manual,legacy-import,0,0,200,1
xp-mlx01-cdb1m-m-cb,"MLX01-C-D-B-1M-MCB OMNYX2, FLAT LENS, CLEAR, 20°, BLUE,",,Kiat Seng,active,true,XP MLX01-CDB1M-M CB,Default Title,Default Title,,,265,120,shopify,0,deny,true,manual,legacy-import,1,0,185,0
xp-mlx01-cdm1m-b-cr,"MLX01-C-D-M-1M-BCR OMNYX2, FLAT LENS, CLEAR, 20°, WARM",,Kiat Seng,active,true,XP MLX01-CDM1M-B CR,Default Title,Default Title,,,288,130,shopify,0,deny,true,manual,legacy-import,1,0,200,0
xp-mlx01-cib1m-bcr,"MLX01-C-I-B-1M-BCR OMNYX2, FLAT LENS, CLEAR, 32°, BLUE,",,Kiat Seng,active,true,XP MLX01-CIB1M-BCR,Default Title,Default Title,,,288,130,shopify,0,deny,true,manual,legacy-import,1,0,200,0
xp-mlx01-cib1m-mcb,"MLX01-C-I-B-1M-MCB Omnyx2, flat lens, clear, 32°, blue, 1m",,Kiat Seng,active,true,XP MLX01-CIB1M-MCB,Default Title,Default Title,,,265,120,shopify,0,deny,true,manual,legacy-import,1,0,185,0
xp-mlx01-cim1m-mcb,"MLX01-C-I-M-1M-MCB OMNYX2, FLAT LENS, CLEAR, 32°, WARM",,Kiat Seng,active,true,XP MLX01-CIM1M-MCB,Default Title,Default Title,,,265,120,shopify,1,deny,true,manual,legacy-import,0,0,185,1
xp-mlx01-cxm1m-b-cr,"MLX01-C-X-M-1M-BCR OMNYX2, FLAT LENS, CLEAR, FLOOD",,Kiat Seng,draft,false,XP MLX01-CXM1M-B CR,Default Title,Default Title,,,0,0,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
xp-mlx01-fxb1m-mcb,"MLX01-F-X-B-1M-MCB OMNYX2, FLAT LENS, DIFFUSED, FLOOD",,Kiat Seng,active,true,XP MLX01-FXB1M-MCB,Default Title,Default Title,,,244,110,shopify,0,deny,true,manual,legacy-import,1,0,170,0
xp-mlx01-fxm1m-bcr,"MLX01-F-X-M-1M-BCR OMNYX2, FLAT LENS, DIFFUSED, FLOOD",,Kiat Seng,active,true,XP MLX01-FXM1M-BCR,Default Title,Default Title,,,265,120,shopify,0,deny,true,manual,legacy-import,0,0,0,0
xp-mlx01-fxm1m-m-cb,"MLX01-F-X-M-1M-MCB Omnyx2, flat lens, diffused, flood (no optic),",,Kiat Seng,active,true,XP MLX01-FXM1M-M CB,Default Title,Default Title,,,244,110,shopify,0,deny,true,manual,legacy-import,1,0,170,0
xp-mlx01-fxw1m-b-cr,"MLX01-F-X-W-1M-BCR OMNYX2, FLAT LENS, DIFFUSED, FLOOD",,Kiat Seng,draft,false,XP MLX01-FXW1M-B CR,Default Title,Default Title,,,0,0,shopify,2,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,2
xp-mlx02-fxb1m-bcr,"MLX02-F-X-B-1M-BCR OMNYX2, DOMED LENS, DIFFUSED,",,Kiat Seng,active,true,XP MLX02-FXB1M-BCR,Default Title,Default Title,,,265,120,shopify,0,deny,true,manual,legacy-import,1,0,185,0
xp-mlx02-fxm1m-bcr,"MLX02-F-X-M-1M-BCR OMNYX2, DOMED LENS,",,Kiat Seng,draft,false,XP MLX02-FXM1M-BCR,Default Title,Default Title,,,265,120,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",1,0,185,-9
xq-dlecco601,XQ DL ECCO 601 1 X PLC RECESSED VERTICAL,,ZEN,draft,false,XQ DLECCO601,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-dlecco7001,XQ DL ECCO 7001 2 X PLC RECESSED DOWNLIGHT C/W,,ZEN,draft,false,XQ DLECCO7001,Default Title,Default Title,,,0,0,shopify,8,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,8
xq-jac214hd-1x2-8,XQ JAC214HD(1X2)-8 Surface Mounted H/D T5 1'x2' Fitting with,,ZEN,draft,false,XQ JAC214HD(1X2)-8,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jac228hd-1x4-8,XQ JAC228HD(1X4)-8 Surface Mounted H/D T5 1'x4' Fitting with,,,draft,false,XQ JAC228HD(1X4)-8,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jac314hd-04,Prismatic Recessed H/D (MM) Fitting T5 3x14W c/w E. ballast &,,ZEN,draft,false,XQ JAC314HD-04,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jlc128t5-04,JLC128T5-04 BATTEN FLUO FITTING T5 1X28W W METAL,,ZEN,draft,false,XQ JLC128T5-04,Default Title,Default Title,,,0,14,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jlc140-08,JLC140-08 Batten fluo fitting 1x36W w metal end cap c/w EB &,,ZEN,draft,false,XQ JLC140-08,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jlc228t5-04,JLC228T5-04 BATTEN FLUO FITTING T5 2X28W W METAL,,ZEN,draft,false,XQ JLC228T5-04,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jlc240-ew,JLC 240EW 2x36W T8BATTEN c/w LED WIRING & METAL,,ZEN,draft,false,XQ JLC240/EW,Default Title,Default Title,,,0,8,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jmbv228-1x4-04,FORMLITE JMBV228(1X4)-04 VDU RECESSED FITTING,,ZEN,draft,false,XQ JMBV228(1X4)-04,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf214-1x2-02,XQ JMF214(1X2)-02 Half Mirror T5 1'x2' Recessed Fitting c/w EB,,,draft,false,XQ JMF214(1X2)-02,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf220-1x2-12,JMF220(1X2)-12 Half mirror recessed (300x600 MM) fitting,,ZEN,draft,false,XQ JMF220(1X2)-12,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf220-04,XQ JMF220-04 Half mirror recessed 9mm) fitting 2x18W,,ZEN,draft,false,XQ JMF220-04,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf228t5,FORMLITE JMF228T5 2X28W SIMPLE LITE HALF MIRROR,,ZEN,draft,false,XQ JMF228T5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf240-1x4-06,JMF240(1x4)-06 Half Mirror Woodceiling Fitting 1'x4' 2x36W,,ZEN,draft,false,XQ JMF240(1x4)-06,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf240-ew,JMF 240S/EW 2'x4'MIRROR SURFACE FITTING C/W LED,,ZEN,draft,false,XQ JMF240/EW,Default Title,Default Title,,,0,26,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jmf240-12,XQ JMF240-12 Half Mirror Recessed (1200x600 MM) Fitting,,ZEN,draft,false,XQ JMF240-12,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf314t5,JMF314/T5 2'x2' MIRROR RECESSED FTG C/W PHILIPS,,ZEN,draft,false,XQ JMF314T5,Default Title,Default Title,,,0,48,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jmf320-3x18w,FORMLITE JMF320 600X600MM 3X18W RECESSED FITTING,,ZEN,draft,false,XQ JMF320 3X18W,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf328t5,JMF328/T5 MIRROR RECESSED FTG C/W PHILIPS EB-C + TL5,,ZEN,draft,false,XQ JMF328T5,Default Title,Default Title,,,0,54,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jmf340-3x36w,"FORMLITE JMF340 1200X600MM, 3X36W",,ZEN,draft,false,XQ JMF340 3X36W,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jmf420-09,XQ JMF420-09 HALF MIRRORRECESSED FITTING,,ZEN,draft,false,XQ JMF420-09,Default Title,Default Title,,,0,24,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jsd228t5-02,JSD228 SQUARE PRISMATIC FITTING C/W 2X28W T5 & NON-,,ZEN,draft,false,XQ JSD228T5-02,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-jwg114t5-02,JWG114 WIREGUARD FITTING C/W 1X14W T5 & NON-DIM EB,,ZEN,draft,false,XQ JWG114T5-02,Default Title,Default Title,,,0,18.5,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
xq-jwg228t5-02,JWG228 WIREGUARD FITTING C/W 2X28W T5 & NON-DIM EB,,ZEN,draft,false,XQ JWG228T5-02,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-wpecco128-t5,"XQ WP ECCO FCD128/T5 1x28W, IP65, C/W ELECTRONIC",,ZEN,draft,false,XQ WPECCO128/T5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-wpecco228-t5-cw,"XQ WP ECCO FCD228/T5 2x28W, IP65, C/W ELECTRONIC",,ZEN,draft,false,XQ WPECCO228/T5 CW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-wpecco228-t5-dl,XQ WP ECCO FCD228/T5 2x28W c/w 2xT5 2x28W,,ZEN,draft,false,XQ WPECCO228/T5 DL,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
xq-ydd-e228-1x4-c,YDD-E228 T5 1'X4' 2X28W RECESSED PERFORATED FTG,,ZEN,draft,false,XQ YDD-E228(1X4)C,Default Title,Default Title,,,0,50,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
