Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
b-ele-18wqt-p,1X18W T8 FLUO ELECTRONIC BAL. - OSRAM,Default Title,Default Title,,,,,+B ELE 18WQT-P,,,123 William Street,,,,,,,0
b-ele-209-pl,PL ELECTRONIC BALLAST 2X9W - EI,Default Title,Default Title,,,,,+B ELE 209(PL),,,123 William Street,,,,,,,19
b-ele-21-2d-ak,2D ELECTRONIC BALLAST 21W (INC HOLDER) - AKIRA,Default Title,Default Title,,,,,+B ELE 21(2D)AK,,,123 William Street,,,,,,,17
b-ele-218-t8,T8 ELECTRONIC BALLAST 2X18W - PHILIPS (EB-2S18),Default Title,Default Title,,,,,+B ELE 218(T8),,,123 William Street,,,,,,,0
b-ele-22-t4,T4 ELECTRONIC BALLAST 22W - OES,Default Title,Default Title,,,,,+B ELE 22(T4),,,123 William Street,,,,,,,0
b-ele-22-loyal,ELECTRONIC BALLAST 22W -LOYAL,Default Title,Default Title,,,,,+B ELE 22/LOYAL,,,123 William Street,,,,,,,6
b-ele-228-t5,T5 ELECTRONIC BALLAST 2X28W - EI,Default Title,Default Title,,,,,+B ELE 228(T5),,,123 William Street,,,,,,,12
b-ele-24w,24W ELECTRONIC BALLAST(PLL),Default Title,Default Title,,,,,+B ELE 24W,,,123 William Street,,,,,,,40
b-ele-2x36w-eb-e-philips,2X36W ELECTRONIC BALLAST EB-E PHILIPS,Default Title,Default Title,,,,,+B ELE 2X36W EB-E PHILIPS,,,123 William Street,,,,,,,0
b-ele-32w-rd-dk,CIR 32W ELECTRONIC BALLAST (RD) - DK,Default Title,Default Title,,,,,+B ELE 32W RD/DK,,,123 William Street,,,,,,,283
b-ele-32w-rect-dk,CIR 32W ELECTRONIC BALLAST (RECT) - DK,Default Title,Default Title,,,,,+B ELE 32W RECT/DK,,,123 William Street,,,,,,,171
b-ele-36-t4,T4 ELECTRONIC BALLAST 36W - OES,Default Title,Default Title,,,,,+B ELE 36(T4),,,123 William Street,,,,,,,24
b-ele-36w,36W ELECTRONIC BALLAST (PLL),Default Title,Default Title,,,,,+B ELE 36W,,,123 William Street,,,,,,,71
b-ele-36w-safer,1X36W ELECTRONIC BALLAST -SAFER,Default Title,Default Title,,,,,+B ELE 36W - SAFER,,,123 William Street,,,,,,,0
b-ele-36w-eb-e,36W TLD ELECTRONIC BALLAST EB-E - PHILIPS,Default Title,Default Title,,,,,+B ELE 36W EB-E,,,123 William Street,,,,,,,4
b-ele-38-2d,2D ELE. BALLAST 38W C/W HOLDER,Default Title,Default Title,,,,,+B ELE 38/2D,,,123 William Street,,,,,,,0
b-ele-38-2d-ak,2D ELE. BALLAST 38W C/W HOLDER - AKIRA,Default Title,Default Title,,,,,+B ELE 38/2D-AK,,,123 William Street,,,,,,,1
b-ele-40-loyal,ELECTRONIC BALLAST 40W -LOYAL,Default Title,Default Title,,,,,+B ELE 40/LOYAL,,,123 William Street,,,,,,,0
b-ele-40w-rd-dk,CIR 40W ELECTRONIC BALLAST RD - DK,Default Title,Default Title,,,,,+B ELE 40W RD/DK,,,123 William Street,,,,,,,294
b-ele-40w-rect-dk,CIR 40W ELECTRONIC BALLAST (RECT) - DK,Default Title,Default Title,,,,,+B ELE 40W RECT-DK,,,123 William Street,,,,,,,174
b-ele-55-t4,T4 ELECTRONIC BALLAST 55W - OES,Default Title,Default Title,,,,,+B ELE 55(T4),,,123 William Street,,,,,,,233
b-ele-55w,55W ELECTRONIC BALLAST,Default Title,Default Title,,,,,+B ELE 55W,,,123 William Street,,,,,,,1
b-ele-esb-11h,ESB 11H ELECTRONIC BALLAST FOR PLES 11W,Default Title,Default Title,,,,,+B ELE ESB-11H,,,123 William Street,,,,,,,0
b-ele-t5-22w,T5 22W ELECTRONIC BALLAST,Default Title,Default Title,,,,,+B ELE T5 22W,,,123 William Street,,,,,,,293
b-ele-t5-32w,T5 32W ELECTRONIC BALLAS,Default Title,Default Title,,,,,+B ELE T5 32W,,,123 William Street,,,,,,,0
b-ele-t5-40w,T5 40W ELECTRONIC BALLAST,Default Title,Default Title,,,,,+B ELE T5 40W,,,123 William Street,,,,,,,284
b-ele-t5-55w,T5 55W ELECTRONIC BALLAST,Default Title,Default Title,,,,,+B ELE T5 55W,,,123 William Street,,,,,,,2
b-ele-yz21d-2d,2D ELECTRONIC BALLAST 21W (INC HOLDER) - OES,Default Title,Default Title,,,,,+B ELE YZ21D(2D,,,123 William Street,,,,,,,0
b-ele-yz38d-2d,2D ELECTRONIC BALLAST 38W (INC HOLDER) - OES,Default Title,Default Title,,,,,+B ELE YZ38D(2D,,,123 William Street,,,,,,,9
b-ele-yz40d-t6,T6 ELECTRONIC BALLAST 40W - OES,Default Title,Default Title,,,,,+B ELE YZ40D(T6,,,123 William Street,,,,,,,5
b-ele-yz55w-2d,2D ELECTRONIC BALLAST 55W (INC HOLDER) - OES,Default Title,Default Title,,,,,+B ELE YZ55W-2D,,,123 William Street,,,,,,,0
b-ele-2xplc18w-non,2 X PLC 18W Electronic Non-Dimmnable Ballast-Philips,Default Title,Default Title,,,,,+B ELE/2XPLC18W NON,,,123 William Street,,,,,,,0
b-ele136-ac,1X36W ELE. BALLAST (R36S) -AC,Default Title,Default Title,,,,,+B ELE136 AC,,,123 William Street,,,,,,,0
b-ele1x24-39-t5-os-ram,QTP-5 1x24-39W/220-240V T5 ELECTRONIC FLUO BALLAST -,Default Title,Default Title,,,,,+B ELE1x24-39 T5 Os ram,,,123 William Street,,,,,,,1
b-ele1x4-16w-t5-osram,T5 ELECTRONIC BALLAST 1X4-16W (QT-ECO)- OSRAM,Default Title,Default Title,,,,,+B ELE1X4-16W T5 Osram,,,123 William Street,,,,,,,0
b-ele236-ul,T8 ELECTRONIC BALLAST SL2 X 36W - ULTRO,Default Title,Default Title,,,,,+B ELE236 UL,,,123 William Street,,,,,,,0
b-ele2x24-39w-t5-osram,QTP-5 2x24-39W/220-240V T5 ELECTRONIC FLUO BALLAST -,Default Title,Default Title,,,,,+B ELE2x24-39W T5 Osram,,,123 William Street,,,,,,,1
b-eledim114-os,ELECTRONICS DIMMABLE BALLAST 1X14W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM114 OS,,,123 William Street,,,,,,,0
b-eledim121-os,ELECTRONICS DIMMABLE BALLAST 1X21W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM121 OS,,,123 William Street,,,,,,,0
b-eledim128-os,ELECTRONICS DIMMABLE BALLAST 1X28W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM128 OS,,,123 William Street,,,,,,,0
b-eledim136-os,ELECTRONICS DIMMABLE BALLAST 1X36W HF (T8) -,Default Title,Default Title,,,,,+B ELEDIM136 OS,,,123 William Street,,,,,,,0
b-eledim136-ph,ELECTRONICS DIMMABLE BALLAST 1X36W (T8) - PHILIPS,Default Title,Default Title,,,,,+B ELEDIM136 PH,,,123 William Street,,,,,,,0
b-eledim214-os,ELECTRONICS DIMMABLE BALLAST 2x14W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM214 OS,,,123 William Street,,,,,,,0
b-eledim221-os,ELECTRONICS DIMMABLE BALLAST 2X21W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM221 OS,,,123 William Street,,,,,,,0
b-eledim228-os,ELECTRONICS DIMMABLE BALLAST 2X28W HF (T5) -,Default Title,Default Title,,,,,+B ELEDIM228 OS,,,123 William Street,,,,,,,0
b-eledim236-os,ELECTRONICS DIMMABLE BALLAST 2X36W HF (T8) -,Default Title,Default Title,,,,,+B ELEDIM236 OS,,,123 William Street,,,,,,,0
b-e-pt5-2x14-35w-philips,ELECTRONICS BALLAST T5/2*14-35W EB-P - PHILIPS,Default Title,Default Title,,,,,+B E-PT5/2X14-35W PHILIPS,,,123 William Street,,,,,,,0
b-et-15-ge,ELECTRONIC TRANSFORMER ET-15 220V-240V GE,Default Title,Default Title,,,,,+B ET-15 GE,,,123 William Street,,,,,,,0
b-eup150t-1h24v-0,Euchips EUP150T-1H24V-0 Triac Constant Voltage Dimming Driver,Default Title,Default Title,,,,,+B EUP150T-1H24V-0,,,123 William Street,,,,,,,0
b-eup200ad-1h12v-0,Euchips EUP200AD-1H12V-0 DALI/0-10V 200W 1CH 12VDC,Default Title,Default Title,,,,,+B EUP200AD-1H12V -0,,,123 William Street,,,,,,,7
b-eup200ad-1h24v-0,Euchips EUP200AD-1H24V-0 DALI/0-10V 200W 1CH 24VDC,Default Title,Default Title,,,,,+B EUP200AD-1H24V -0,,,123 William Street,,,,,,,3
b-eup200t-1h24v-0,Euchips EUP200T-1H24V-0 Triac Constant Voltage Dimming Driver,Default Title,Default Title,,,,,+B EUP200T-1H24V-0,,,123 William Street,,,,,,,0
b-eup30a-1hmc-m,Euchips EUP30A-1HMC-M CC 0-10V1-10V 30W 1ch 550-900mA,Default Title,Default Title,,,,,+B EUP30A-1HMC-M,,,123 William Street,,,,,,,0
b-eup40t-1w24v-0,Euchips EUP40T-1W24V-0 Triac Constant Voltage Dimming Driver,Default Title,Default Title,,,,,+B EUP40T-1W24V-0,,,123 William Street,,,,,,,0
b-eup75a-1h24v-1,Euchips EUP75A-1H24V-1 0-10V 75W 1CH 24VDC DImming Dr,Default Title,Default Title,,,,,+B EUP75A-1H24V-1,,,123 William Street,,,,,,,0
b-eup75t-1h24v-0,Euchips EUP75T-1H24V-0 Triac Constant Voltage Dimming Driver,Default Title,Default Title,,,,,+B EUP75T-1H24V-0,,,123 William Street,,,,,,,0
b-fl18-atco,BALLAST 18W/20W - ATCO,Default Title,Default Title,,,,,+B FL18 ATCO,,,123 William Street,,,,,,,44
b-fl20,BALLAST 18/22W,Default Title,Default Title,,,,,+B FL20,,,123 William Street,,,,,,,137
b-fl20-vos,BALLAST 18/22W - VOSSLOH,Default Title,Default Title,,,,,+B FL20 VOS,,,123 William Street,,,,,,,30
b-fl20ll-he,BALLAST 18W TL3 (LOW LOSS) - HELVAR,Default Title,Default Title,,,,,+B FL20LL HE,,,123 William Street,,,,,,,0
b-fl30,BALLAST 30W,Default Title,Default Title,,,,,+B FL30,,,123 William Street,,,,,,,4
b-fl36-atco,BALLAST 32/36/40 - ATCO,Default Title,Default Title,,,,,+B FL36 ATCO,,,123 William Street,,,,,,,32
b-fl40,BALLAST 32/36/40W,Default Title,Default Title,,,,,+B FL40,,,123 William Street,,,,,,,0
b-fl40-vos,BALLAST 32/36/40W - VOSSLOH,Default Title,Default Title,,,,,+B FL40 VOS,,,123 William Street,,,,,,,46
b-fl40ll-he,BALLAST 36W TL3 (LOW LOSS) - HELVAR,Default Title,Default Title,,,,,+B FL40LL HE,,,123 William Street,,,,,,,0
b-fl58,BALLAST 58W (5FT) - VOS,Default Title,Default Title,,,,,+B FL58,,,123 William Street,,,,,,,0
b-fl58-atco,BALLAST 58W (5FT) - ATCO,Default Title,Default Title,,,,,+B FL58 ATCO,,,123 William Street,,,,,,,10
b-l18tl3,L18/TL3 LOW LOSS BALLAST -HELVAR,Default Title,Default Title,,,,,+B L18TL3,,,123 William Street,,,,,,,35
b-l36tl3,L36/TL3 LOW LOSS BALLAST -HELVAR,Default Title,Default Title,,,,,+B L36TL3,,,123 William Street,,,,,,,167
b-lcp120ad-1h12v,Euchips LCP120AD-1H12V DALI/0-10V 120W 1CH 12VDC,Default Title,Default Title,,,,,+B LCP120AD-1H12V,,,123 William Street,,,,,,,7
b-lcp75ad-1h12v,Euchips LCP75AD-1H12V DALI/0-10V 75W 1CH 12VDC DImming,Default Title,Default Title,,,,,+B LCP75AD-1H12V,,,123 William Street,,,,,,,1
b-led-adaptor-12-0w-a48,120W LED Adaptor for Striplight 2835/120 c/w 3pins & Striplight,Default Title,Default Title,,,,,+B LED ADAPTOR/12 0W-A48,,,123 William Street,,,,,,,0
b-led-adaptor-20w,20W LED Adaptor for Rope Light c/w 2pins Connector & Rope Light,Default Title,Default Title,,,,,+B LED ADAPTOR/20W,,,123 William Street,,,,,,,1
b-led-adaptor-50w,50W LED Adaptor for Rope Light c/w 2pins Connector & Rope Light,Default Title,Default Title,,,,,+B LED ADAPTOR/50W,,,123 William Street,,,,,,,0
b-led-adaptor-60-w-a48,60W LED Adaptor for Striplight 2835/120 c/w 3pins & Striplight,Default Title,Default Title,,,,,+B LED ADAPTOR/60 W-A48,,,123 William Street,,,,,,,0
b-led-con-5m,LED CONTROLLER FOR RGB STRIPLIGHT(UP TO 5M) - A48,Default Title,Default Title,,,,,+B LED CON/5M,,,123 William Street,,,,,,,0
b-led-con-rem-10m,LED CONTROLLER/REMOTE CONTROL FOR RGB,Default Title,Default Title,,,,,+B LED CON/REM/10M,,,123 William Street,,,,,,,0
b-led-controller,LED CONTROLLER FOR RBG STRIPLIGHT (UP TO 30M)-A48,Default Title,Default Title,,,,,+B LED CONTROLLER,,,123 William Street,,,,,,,0
b-led-dr-10-27w-rd,10-27*1W LED DRIVER (ROUND),Default Title,Default Title,,,,,+B LED DR 10-27W RD,,,123 William Street,,,,,,,12
b-led-dr-10-27w-sq,10-27*1W LED DRIVER (SQUARE),Default Title,Default Title,,,,,+B LED DR 10-27W SQ,,,123 William Street,,,,,,,125
b-led-dr-12v100w,"100W, CONSTANT VOLTAGE 12V POWER SUPPLY (NES-100-",Default Title,Default Title,,,,,+B LED DR 12V100W,,,123 William Street,,,,,,,20
b-led-dr-12v100w-ip-mw,Meanwell 12V 100W Power Supply IP67 (LPV-100-12),Default Title,Default Title,,,,,+B LED DR 12V100W IP MW,,,123 William Street,,,,,,,0
b-led-dr-12v100w-mw,Meanwell 12V 100W Power Supply (LRS-100-12),Default Title,Default Title,,,,,+B LED DR 12V100W MW,,,123 William Street,,,,,,,0
b-led-dr-12v120w-ip,"120W, Constant Voltage 12V Power Supply, IP65.",Default Title,Default Title,,,,,+B LED DR 12V120W IP,,,123 William Street,,,,,,,1
b-led-dr-12v150w-mw,Meanwell 12V 150W Power Supply (LRS-150-12),Default Title,Default Title,,,,,+B LED DR 12V150W MW,,,123 William Street,,,,,,,0
b-led-dr-12v200w-mw,Meanwell 12V 200W Power Supply (LRS-200-12),Default Title,Default Title,,,,,+B LED DR 12V200W MW,,,123 William Street,,,,,,,0
b-led-dr-12v35w-mw,Meanwell 12V 35W Power Supply (LRS-35-12),Default Title,Default Title,,,,,+B LED DR 12V35W MW,,,123 William Street,,,,,,,0
b-led-dr-12v40w-ip,"40W, CONSTANT VOLTAGE 12V POWER SUPPLY, IP67",Default Title,Default Title,,,,,+B LED DR 12V40W IP,,,123 William Street,,,,,,,0
b-led-dr-12v50w-mw,Meanwell 12V 50W Power Supply (LRS-50-12),Default Title,Default Title,,,,,+B LED DR 12V50W MW,,,123 William Street,,,,,,,0
b-led-dr-12v60w-ip-mw,Meanwell 12V 60W Power Supply IP67 (LPV-60-12),Default Title,Default Title,,,,,+B LED DR 12V60W IP MW,,,123 William Street,,,,,,,0
b-led-dr-12v80w-ip,"80W, Constant Voltage 12V Power Supply, IP65.",Default Title,Default Title,,,,,+B LED DR 12V80W IP,,,123 William Street,,,,,,,1
b-led-dr-12v90w-ip-mw,MEANWELL 12V 90W POWER SUPPLY IP67 DIM (PWM-90-12),Default Title,Default Title,,,,,+B LED DR 12V90W IP MW,,,123 William Street,,,,,,,0
b-led-dr-24v100w-ip,"100W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP67",Default Title,Default Title,,,,,+B LED DR 24V100W IP,,,123 William Street,,,,,,,0
b-led-dr-24v100w-mw,Meanwell 24V 100W Power Supply (LRS-100-24) - A3,Default Title,Default Title,,,,,+B LED DR 24V100W MW,,,123 William Street,,,,,,,24
b-led-dr-24v100w-a48,24V 100W (4.2A) LED DRIVER FOR STRIPLIGHT - A48,Default Title,Default Title,,,,,+B LED DR 24V100W-A48,,,123 William Street,,,,,,,0
b-led-dr-24v120w-ip,"120W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP65.",Default Title,Default Title,,,,,+B LED DR 24V120W IP,,,123 William Street,,,,,,,0
b-led-dr-24v120w-a48,24V 120W (5A) LED DRIVER FOR STRIPLIGHT - A48,Default Title,Default Title,,,,,+B LED DR 24V120W-A48,,,123 William Street,,,,,,,0
b-led-dr-24v150w-ip,"150W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP67.",Default Title,Default Title,,,,,+B LED DR 24V150W IP,,,123 William Street,,,,,,,0
b-led-dr-24v150w-mw,Meanwell 24V 150W Power Supply (LRS-150-24) - A3,Default Title,Default Title,,,,,+B LED DR 24V150W MW,,,123 William Street,,,,,,,38
b-led-dr-24v150w-a48,24V 150W (6.25A) LED DRIVER FOR STRIPLIGHT - A48,Default Title,Default Title,,,,,+B LED DR 24V150W-A48,,,123 William Street,,,,,,,0
b-led-dr-24v20w-ip-mw,MEANWELL DC 24V 20W SINGLE OUTPUT POWER,Default Title,Default Title,,,,,+B LED DR 24V20W IP MW,,,123 William Street,,,,,,,0
b-led-dr-24v240w-ip,"240W, CONSTANT VOLTAGE 24V POWER SUPPLY, IP65",Default Title,Default Title,,,,,+B LED DR 24V240W IP,,,123 William Street,,,,,,,0
b-led-dr-24v36w-a48,24V 36W (1.5A) LED DRIVER FOR STRIPLIGHT - A48,Default Title,Default Title,,,,,+B LED DR 24V36W-A48,,,123 William Street,,,,,,,4
b-led-dr-24v60w-a48,24V 60W (2.5A) LED DRIVER FOR STRIPLIGHT - A48,Default Title,Default Title,,,,,+B LED DR 24V60W-A48,,,123 William Street,,,,,,,2
b-led-dr-aad020-0-500-42,LED DRIVER DIMMABLE LF-AAD020-0500-42 LIFUD IP20 CC,Default Title,Default Title,,,,,+B LED DR AAD020-0 500-42,,,123 William Street,,,,,,,4
b-led-dr-apv16-24,LED DRIVER APV-16-24 (XP DLCL01-1212),Default Title,Default Title,,,,,+B LED DR APV16-24,,,123 William Street,,,,,,,15
b-led-dr-bk-pql06-0-1500,LED DRIVER FLS-60-1700 LA EXC 1500mA 28-40V 42-60W,Default Title,Default Title,,,,,+B LED DR BK-PQL06 0-1500,,,123 William Street,,,,,,,0
b-led-dr-cs-12-250-mb,LED DRIVER CS-12-250 MB 250MA 27-48V EAGLERISE -,Default Title,Default Title,,,,,+B LED DR CS-12-250 MB,,,123 William Street,,,,,,,0
b-led-dr-de012-30-0c,LED DRIVER for FI CL623/8W (DE012-300C 300mA 30-43V or,Default Title,Default Title,,,,,+B LED DR DE012-30 0C,,,123 William Street,,,,,,,10
b-led-dr-de015-30-0c,LED DRIVER for FI CL623/15W (DE015-300C 300mA 45-54V),Default Title,Default Title,,,,,+B LED DR DE015-30 0C,,,123 William Street,,,,,,,15
b-led-dr-de025-45-0c,LED DRIVER for FI CL623/24W (DE025-450C 450mA 45-55V),Default Title,Default Title,,,,,+B LED DR DE025-45 0C,,,123 William Street,,,,,,,12
b-led-dr-de036-60-0c,LED DRIVER for FI CL623/36W (DE036-600C 600mA 40-55V),Default Title,Default Title,,,,,+B LED DR DE036-60 0C,,,123 William Street,,,,,,,1
b-led-dr-dim-3040-7d,LED DRIVER DIMMABLE -AED30407D DC350mA CONST,Default Title,Default Title,,,,,+B LED DR DIM-3040 7D,,,123 William Street,,,,,,,8
b-led-dr-dim-3121-5d,LED DRIVER DIMMABLE -AED31215D DC350mA CONST,Default Title,Default Title,,,,,+B LED DR DIM-3121 5D,,,123 William Street,,,,,,,0
b-led-dr-dim-7182-4d,LED DRIVER DIMMABLE -AED71824D DC450mA CONST,Default Title,Default Title,,,,,+B LED DR DIM-7182 4D,,,123 William Street,,,,,,,0
b-led-dr-dim-8750-0276,TRIDONIC LED DRIVER DIMMABLE 87500276 LCBI 20W,Default Title,Default Title,,,,,+B LED DR DIM-8750 0276,,,123 William Street,,,,,,,10
b-led-dr-dim-sk80-2b14400,LED DRIVER DIMMABLE -SKB802B14400 DC400MA,Default Title,Default Title,,,,,+B LED DR DIM-SK80 2B14400,,,123 William Street,,,,,,,4
b-led-dr-gir015ys-0300h,LED DRIVER LF-GIR015YS0300H 200-240Vac 27-,Default Title,Default Title,,,,,+B LED DR GIR015YS 0300H,,,123 William Street,,,,,,,0
b-led-dr-gir020yi-0450h,LED DRIVER LF-GIR020YI0450H 220-240Vac 27-42Vdc 450mA (12-,Default Title,Default Title,,,,,+B LED DR GIR020YI 0450H,,,123 William Street,,,,,,,90
b-led-dr-gir022ys-0450h,LED DRIVER LF-GIR022YS0450H 200-240Vac 27-,Default Title,Default Title,,,,,+B LED DR GIR022YS 0450H,,,123 William Street,,,,,,,9
b-led-dr-glp07wz-300,LED DRIVER - GLP07WZ300 300mA CONSTANT CURRANT 4-,Default Title,Default Title,,,,,+B LED DR GLP07WZ 300,,,123 William Street,,,,,,,3
b-led-dr-glp07wz-350,LED DRIVER - GLP07WZ350 350mA CONSTANT CURRANT 4-,Default Title,Default Title,,,,,+B LED DR GLP07WZ 350,,,123 William Street,,,,,,,1
b-led-dr-glp08wr-g250-p,LED DRIVER - GLP08WRG250-P CONST CURRANT 250mA 1.5-,Default Title,Default Title,,,,,+B LED DR GLP08WR G250-P,,,123 William Street,,,,,,,0
b-led-dr-glp08wr-g700-p,LED DRIVER GLP08WRG700-P 700mA CONST 3.8-9W IP65,Default Title,Default Title,,,,,+B LED DR GLP08WR G700-P,,,123 William Street,,,,,,,0
b-led-dr-glp08wt-zg200,LED DR GLP08WTZG200 220-240V 200mA constant Current 6-,Default Title,Default Title,,,,,+B LED DR GLP08WT ZG200,,,123 William Street,,,,,,,29
b-led-dr-glp08wt-zg400,LED DR GLP08WTZG400 220-240V 400mA constant Current,Default Title,Default Title,,,,,+B LED DR GLP08WT ZG400,,,123 William Street,,,,,,,0
b-led-dr-glp10wr-24v-p,Led Driver Const Voltage -GLP10WR24V-P 24V 10W Max,Default Title,Default Title,,,,,+B LED DR GLP10WR 24V-P,,,123 William Street,,,,,,,10
b-led-dr-glp10wr-g500-p,LED DRIVER - GLP10WRG500-P CONST CURRANT 500mA 6-,Default Title,Default Title,,,,,+B LED DR GLP10WR G500-P,,,123 William Street,,,,,,,4
b-led-dr-glp12ah-r200p,LED DRIVER GLP12AHR200P CONST CURRENT 200mA 10-,Default Title,Default Title,,,,,+B LED DR GLP12AH R200P,,,123 William Street,,,,,,,0
b-led-dr-glp12ah-r500p,LED DRIVER GLP12AHR500P CONST CURRENT 500mA 6-24V,Default Title,Default Title,,,,,+B LED DR GLP12AH R500P,,,123 William Street,,,,,,,0
b-led-dr-glp12ah-r700p,LED DRIVER GLP12AHR700P CONST CURRENT 700mA 6-17V,Default Title,Default Title,,,,,+B LED DR GLP12AH R700P,,,123 William Street,,,,,,,0
b-led-dr-glp12am-r24p,Led Driver Const Voltage -GLP12AMR24P 24V 12W Max,Default Title,Default Title,,,,,+B LED DR GLP12AM R24P,,,123 William Street,,,,,,,0
b-led-dr-glp12w3-00,LED DRIVER - GLP12W300 300mA CONSTANT CURRANT 8-,Default Title,Default Title,,,,,+B LED DR GLP12W3 00,,,123 William Street,,,,,,,3
b-led-dr-glp12w3-50,LED DRIVER - GLP12W350 350mA CONSTANT CURRANT 8-,Default Title,Default Title,,,,,+B LED DR GLP12W3 50,,,123 William Street,,,,,,,3
b-led-dr-glp15cr-p,LED DRIVER - GLP150CR-P 400mA CONSTANT CURRANT 8-,Default Title,Default Title,,,,,+B LED DR GLP15CR -P,,,123 William Street,,,,,,,7
b-led-dr-glp15fz,LED DRIVER - GLP15FZ 320mA CONSTANT CURRANT 8-15W,Default Title,Default Title,,,,,+B LED DR GLP15FZ,,,123 William Street,,,,,,,0
b-led-dr-glp15vh-y350,LED DRIVER - GLP15VHY350 0-10V CONST CURRENT,Default Title,Default Title,,,,,+B LED DR GLP15VH Y350,,,123 William Street,,,,,,,0
b-led-dr-glp15vh-y700,LED DRIVER - GLP15VHY700 (500mA) 1-10V DR FOR 632831R-,Default Title,Default Title,,,,,+B LED DR GLP15VH Y700,,,123 William Street,,,,,,,20
b-led-dr-glp16wr-g350,LED DRIVER - GLP16WRG350 350mA CONSTANT CURRANT,Default Title,Default Title,,,,,+B LED DR GLP16WR G350,,,123 William Street,,,,,,,3
b-led-dr-glp18wt-l500,LED DR GLP18WTL500 220-240V 500mA constant 10-18W,Default Title,Default Title,,,,,+B LED DR GLP18WT L500,,,123 William Street,,,,,,,0
b-led-dr-glp18wt-z400,LED DR GLP18WTZ400 220-240V 400mA constant 12-18W,Default Title,Default Title,,,,,+B LED DR GLP18WT Z400,,,123 William Street,,,,,,,0
b-led-dr-glp20wt-zg400,LED DR GLP20WTZG400 220-240V 400mA constant Current 14-,Default Title,Default Title,,,,,+B LED DR GLP20WT ZG400,,,123 William Street,,,,,,,86
b-led-dr-glp20wt-zg500,LED DR GLP20WTZG500 220-240V 500mA constant 14-20W,Default Title,Default Title,,,,,+B LED DR GLP20WT ZG500,,,123 William Street,,,,,,,119
b-led-dr-glp22wr-500,LED DRIVER GLP22WR500 500mA CONST 15-22W,Default Title,Default Title,,,,,+B LED DR GLP22WR 500,,,123 William Street,,,,,,,41
b-led-dr-glp26wz-450,LED DRIVER - GLP26WZ450 450mA CONSTANT CURRANT,Default Title,Default Title,,,,,+B LED DR GLP26WZ 450,,,123 William Street,,,,,,,3
b-led-dr-glp65wz-1a5,LED DRIVER - GLP65WZ1A5 600mA CONSTANT CURRANT,Default Title,Default Title,,,,,+B LED DR GLP65WZ 1A5,,,123 William Street,,,,,,,0
b-led-dr-hl06fs-3-50,LED DRIVER - HL06FS-350 350mA MAX 24V 2-6x1W LED,Default Title,Default Title,,,,,+B LED DR HL06FS-3 50,,,123 William Street,,,,,,,0
b-led-dr-lm-150-24-g4k3,LTECH Dali LED controller LM-150-24-G4K3 24V 150W max,Default Title,Default Title,,,,,+B LED DR LM-150-24 -G4K3,,,123 William Street,,,,,,,16
b-led-dr-ls-12-300,LED DRIVER EAGLERISE LS-12-300 SI1 E 220-240V 30-402Vdc,Default Title,Default Title,,,,,+B LED DR LS-12-300,,,123 William Street,,,,,,,140
b-led-dr-ls-12-350-mi,LED DRIVER LS-12-350 MI FOR FDS003 SMD 15W 350mA 22-40V,Default Title,Default Title,,,,,+B LED DR LS-12-350 MI,,,123 William Street,,,,,,,0
b-led-dr-ls-20-400,LED DR EAGLERISE LS-20-400 LI EXC 220-240V 24-42Vdc,Default Title,Default Title,,,,,+B LED DR LS-20-400,,,123 William Street,,,,,,,379
b-led-dr-ls-21-450,LED DRIVER EAGLERISE LS-21-450 SI ECO 220-240V 30-42Vdc,Default Title,Default Title,,,,,+B LED DR LS-21-450,,,123 William Street,,,,,,,181
b-led-dr-ls-8-200,LED DR EAGLERISE LS-8-200 LI EXC 220-240V 22-47Vdc 200mA,Default Title,Default Title,,,,,+B LED DR LS-8-200,,,123 William Street,,,,,,,166
b-led-dr-mhp012c-0350s02,LED DRIVER MHP012C0350S02 350mA 12W Max SELV (For FI,Default Title,Default Title,,,,,+B LED DR MHP012C 0350S02,,,123 William Street,,,,,,,123
b-led-dr-pe-n45ta-4280,LED DR PE-N45TA4280 CONST CURRANT 800mA 20-33.6W,Default Title,Default Title,,,,,+B LED DR PE-N45TA 4280,,,123 William Street,,,,,,,5
b-led-dr-rvh10w-r500,LED DRIVER RVH10WR500 500mA CONSTANT CURRANT 4-,Default Title,Default Title,,,,,+B LED DR RVH10W R500,,,123 William Street,,,,,,,0
b-led-driver-sl,LED DRIVER FOR STRIP LIGHT (UP TO 5M)--DON'T HAVE THIS,Default Title,Default Title,,,,,+B LED DRIVER (SL),,,123 William Street,,,,,,,1
